,instance_name,budget,n_edges,method,obj,lower_obj,time
0,SF_DNDP_10_1,0.25,10,nn_upper_0,6227.910205105607,3847.233038750662,0.027086973190307617
1,SF_DNDP_10_1,0.25,10,nn_lower_0,6227.910205105607,3847.233038750662,2.3796279430389404
2,SF_DNDP_10_1,0.25,10,gbt_upper_0,6227.910205105607,3847.233038750662,0.10878515243530273
3,SF_DNDP_10_1,0.25,10,gbt_lower_0,6227.910205105607,3847.233038750662,1.6936488151550293
4,SF_DNDP_10_1,0.5,10,nn_upper_0,5678.135012639828,3660.323191672585,0.007100105285644531
5,SF_DNDP_10_1,0.5,10,nn_lower_0,5741.948567512488,3660.3177692079926,3.6941909790039062
6,SF_DNDP_10_1,0.5,10,gbt_upper_0,5680.215425340998,3660.755383214434,0.07362508773803711
7,SF_DNDP_10_1,0.5,10,gbt_lower_0,5741.948567512488,3660.3177692079926,4.300862073898315
8,SF_DNDP_10_1,0.75,10,nn_upper_0,5294.018915271812,3489.7547035284333,0.004046916961669922
9,SF_DNDP_10_1,0.75,10,nn_lower_0,5392.082161975934,3507.791406071402,2.834350824356079
10,SF_DNDP_10_1,0.75,10,gbt_upper_0,5295.733383027816,3490.4788329162593,0.07329702377319336
11,SF_DNDP_10_1,0.75,10,gbt_lower_0,5294.018915271812,3489.7547035284333,3.1594529151916504
12,SF_DNDP_10_2,0.25,10,nn_upper_0,6509.746308388237,3976.3014734170238,0.004731178283691406
13,SF_DNDP_10_2,0.25,10,nn_lower_0,6803.425971284781,4054.792138471219,2.350550889968872
14,SF_DNDP_10_2,0.25,10,gbt_upper_0,6509.746308388237,3976.3014734170238,0.08124089241027832
15,SF_DNDP_10_2,0.25,10,gbt_lower_0,6803.425971284781,4054.792138471219,1.2440838813781738
16,SF_DNDP_10_2,0.5,10,nn_upper_0,5756.834582133441,3764.937853663224,0.006585121154785156
17,SF_DNDP_10_2,0.5,10,nn_lower_0,5756.834582133441,3764.937853663224,1.4266140460968018
18,SF_DNDP_10_2,0.5,10,gbt_upper_0,5879.364835130688,3749.157169067449,0.07091712951660156
19,SF_DNDP_10_2,0.5,10,gbt_lower_0,5756.834582133441,3764.937853663224,2.234884023666382
20,SF_DNDP_10_2,0.75,10,nn_upper_0,5089.166177539048,3501.3948789234946,0.0044651031494140625
21,SF_DNDP_10_2,0.75,10,nn_lower_0,5088.467057297561,3501.329162419624,0.8766701221466064
22,SF_DNDP_10_2,0.75,10,gbt_upper_0,5089.166177539048,3501.3948789234946,0.055211782455444336
23,SF_DNDP_10_2,0.75,10,gbt_lower_0,5088.467057297561,3501.329162419624,1.6159019470214844
24,SF_DNDP_10_3,0.25,10,nn_upper_0,6293.755891073429,3933.398428960633,0.006509065628051758
25,SF_DNDP_10_3,0.25,10,nn_lower_0,6227.910501430026,3847.233083426842,2.4963839054107666
26,SF_DNDP_10_3,0.25,10,gbt_upper_0,6227.910501430026,3847.233083426842,0.11146879196166992
27,SF_DNDP_10_3,0.25,10,gbt_lower_0,6227.910501430026,3847.233083426842,4.062917947769165
28,SF_DNDP_10_3,0.5,10,nn_upper_0,5504.015512302003,3710.6569301315535,0.00637507438659668
29,SF_DNDP_10_3,0.5,10,nn_lower_0,5655.495680394401,3599.398322797015,5.016027927398682
30,SF_DNDP_10_3,0.5,10,gbt_upper_0,5543.040947023642,3654.6526657868653,0.08234715461730957
31,SF_DNDP_10_3,0.5,10,gbt_lower_0,5455.8343311174085,3631.8258190435427,5.017859935760498
32,SF_DNDP_10_3,0.75,10,nn_upper_0,5214.012416243699,3571.706659345747,0.006987094879150391
33,SF_DNDP_10_3,0.75,10,nn_lower_0,5087.122497363799,3503.89446707983,5.014769792556763
34,SF_DNDP_10_3,0.75,10,gbt_upper_0,5214.012416243699,3571.706659345747,0.07284188270568848
35,SF_DNDP_10_3,0.75,10,gbt_lower_0,5266.943271085242,3464.662584952077,5.023216962814331
36,SF_DNDP_10_4,0.25,10,nn_upper_0,6059.431989166722,3788.1023498561535,0.004040956497192383
37,SF_DNDP_10_4,0.25,10,nn_lower_0,6059.431989166722,3788.1023498561535,1.4088430404663086
38,SF_DNDP_10_4,0.25,10,gbt_upper_0,6060.585423800043,3788.453827730766,0.05914807319641113
39,SF_DNDP_10_4,0.25,10,gbt_lower_0,6059.431989166722,3788.1023498561535,2.26059889793396
