,instance_name,budget,n_edges,method,obj,lower_obj,time
0,SF_DNDP_10_1,0.25,10,nn_lower_0,6227.910205105607,3847.233038750662,1.5031888484954834
1,SF_DNDP_10_1,0.25,10,gbt_lower_0,6227.910205105607,3847.233038750662,1.480638027191162
2,SF_DNDP_10_1,0.5,10,nn_lower_0,5741.948567512488,3660.3177692079926,3.383575201034546
3,SF_DNDP_10_1,0.5,10,gbt_lower_0,5741.948567512488,3660.3177692079926,4.580173969268799
4,SF_DNDP_10_1,0.75,10,nn_lower_0,5392.082161975934,3507.791406071402,1.695781946182251
5,SF_DNDP_10_1,0.75,10,gbt_lower_0,5391.118935223277,3507.5197318292658,2.636373996734619
6,SF_DNDP_10_2,0.25,10,nn_lower_0,6803.425971284781,4054.792138471219,2.9189260005950928
7,SF_DNDP_10_2,0.25,10,gbt_lower_0,6803.425971284781,4054.792138471219,1.2962090969085693
8,SF_DNDP_10_2,0.5,10,nn_lower_0,5756.834582133441,3764.937853663224,1.1841449737548828
9,SF_DNDP_10_2,0.5,10,gbt_lower_0,5756.834582133441,3764.937853663224,2.771462917327881
10,SF_DNDP_10_2,0.75,10,nn_lower_0,5088.467057297561,3501.329162419624,0.8877410888671875
11,SF_DNDP_10_2,0.75,10,gbt_lower_0,5088.467057297561,3501.329162419624,1.224471092224121
12,SF_DNDP_10_3,0.25,10,nn_lower_0,6227.910501430026,3847.233083426842,2.139831066131592
13,SF_DNDP_10_3,0.25,10,gbt_lower_0,6227.910501430026,3847.233083426842,3.6705820560455322
14,SF_DNDP_10_3,0.5,10,nn_lower_0,5463.585489970578,3604.1727894052574,5.012317895889282
15,SF_DNDP_10_3,0.5,10,gbt_lower_0,5463.585489970578,3604.1727894052574,5.016078948974609
16,SF_DNDP_10_3,0.75,10,nn_lower_0,5087.841008191441,3504.0513002547445,5.017257213592529
17,SF_DNDP_10_3,0.75,10,gbt_lower_0,5087.841008191441,3504.0513002547445,4.843601942062378
18,SF_DNDP_10_4,0.25,10,nn_lower_0,6059.431989166722,3788.1023498561535,1.313060998916626
19,SF_DNDP_10_4,0.25,10,gbt_lower_0,6059.431989166722,3788.1023498561535,2.4440619945526123
20,SF_DNDP_10_4,0.5,10,nn_lower_0,5626.430541493377,3630.017508197794,0.5944578647613525
